Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Thermostat AirQualityAccuracy,Thermostat AirQuality,Thermostat VOCppm,Thermostat CO2ppm,Thermostat AirPressure,Kitchen (F),Kitchen2,Bedroom (F),Bedroom2,Kids' Room (F),Kids' Room2,Bathroom (F),Bathroom2,Living Room (F),Living Room2,Back Door (contact),Front Door (contact)
2023-10-08,10:15:00,auto,heatOff,,Home,75,68,69.9,64,55.3,0,0,0,0,0.5,69.8,64,1,4,212,8538,2126,99510,69.3,1,70.4,1,71.5,1,70.2,0,71.2,1,1,1,
2023-10-08,10:20:00,auto,heatOff,,Home,75,68,69.9,66,55.3,0,0,0,0,0.4,69.7,66,1,4,214,8789,2145,99504,69.3,1,70.5,1,71.6,1,70.3,0,71.2,1,1,1,
2023-10-08,10:25:00,auto,heatOff,,Home,75,68,70,67,55.3,0,0,0,0,0.4,69.7,67,1,4,219,9472,2195,99504,69.4,1,70.6,1,71.5,1,70.4,0,71.2,1,1,0,
2023-10-08,10:30:00,auto,heatOff,,Home,75,68,70.1,67,56.6,0,0,0,0,0.4,69.7,67,1,4,219,9542,2200,99498,69.4,1,70.7,1,71.5,1,70.4,0,71.2,1,1,0,
2023-10-08,10:35:00,auto,heatOff,,Home,75,68,70.1,67,56.6,0,0,0,0,0.4,69.8,67,1,4,220,9632,2206,99494,69.6,1,70.8,1,71.5,1,70.4,0,71.3,1,1,1,
2023-10-08,10:40:00,auto,heatOff,,Home,75,68,70.2,67,56.6,0,0,0,0,0.4,69.7,67,1,4,220,9671,2209,99496,69.7,1,70.7,1,71.6,1,70.6,0,71.4,1,1,1,
2023-10-08,10:45:00,auto,heatOff,,Home,75,68,70.3,67,56.6,0,0,0,0,0.4,69.8,67,1,4,219,9508,2197,99493,69.7,1,70.7,1,71.6,1,70.5,1,72.2,1,1,1,
2023-10-08,10:50:00,auto,heatOff,,Home,75,68,70.4,68,56.6,0,0,0,0,0.4,69.9,68,1,4,217,9236,2178,99493,69.8,1,70.7,1,71.5,1,70.6,1,72.5,1,1,1,
2023-10-08,10:55:00,auto,heatOff,,Home,75,68,70.5,69,56.6,0,0,0,0,0.3,70.1,69,1,4,218,9353,2187,99490,69.8,1,70.7,1,71.5,1,70.9,1,72.3,1,1,1,
2023-10-08,11:00:00,auto,heatOff,,Home,75,68,70.5,68,58.1,0,0,0,0,0.3,70.1,68,1,4,220,9675,2209,99485,70,1,70.7,1,71.5,1,71.1,0,72.2,1,1,0,
2023-10-08,11:05:00,auto,heatOff,,Home,75,68,70.5,67,58.1,0,0,0,0,0.4,70.3,67,1,4,219,9519,2198,99470,70,1,70.8,1,71.4,1,71,0,72.2,1,1,0,
2023-10-08,11:10:00,auto,heatOff,,Home,75,68,70.4,67,58.1,0,0,0,0,0.4,70.3,67,0,4,216,9162,2173,99467,70,1,70.8,0,71.4,0,70.9,0,72.1,1,1,1,
2023-10-08,11:15:00,auto,heatOff,,Home,75,68,70.4,66,58.1,0,0,0,0,0.4,70.4,66,0,4,215,9014,2162,99468,70,0,70.8,0,71.3,0,70.7,0,72.1,0,1,1,
2023-10-08,11:20:00,auto,heatOff,,Home,75,68,70.5,66,58.1,0,0,0,0,0.4,70.5,66,0,4,214,8812,2147,99473,70.1,0,70.8,0,71.3,0,70.6,0,72,0,1,1,
2023-10-08,11:25:00,auto,heatOff,,Home,75,68,70.5,67,58.1,0,0,0,0,0.3,70.5,67,0,4,214,8839,2149,99484,70.1,0,70.8,0,71.3,0,70.4,0,72,0,1,1,
2023-10-08,11:30:00,auto,heatOff,,Home,75,68,70.5,66,59,0,0,0,0,0.4,70.6,66,0,4,212,8618,2132,99491,70.1,0,70.9,0,71.3,0,70.4,0,71.9,0,1,1,
2023-10-08,11:35:00,auto,heatOff,,Home,75,68,70.5,67,59,0,0,0,0,0.4,70.6,67,0,4,211,8479,2122,99494,70.1,0,70.9,0,71.3,0,70.3,0,71.9,0,1,1,
2023-10-08,11:40:00,auto,heatOff,,Home,75,68,70.6,68,59,0,0,0,0,0.3,70.6,68,0,4,211,8490,2122,99496,70,0,71,0,71.3,0,70.2,0,71.9,0,1,1,
2023-10-08,11:45:00,auto,heatOff,,Home,75,68,70.6,68,59,0,0,0,0,0.3,70.6,68,0,4,211,8414,2117,99500,70,0,71,0,71.2,0,70.2,0,71.8,0,1,1,
2023-10-08,11:50:00,auto,heatOff,,Home,75,68,70.5,67,59,0,0,0,0,0.3,70.7,67,0,4,210,8282,2106,99505,70.1,0,71,0,71.2,0,70.1,0,71.8,0,1,1,
2023-10-08,11:55:00,auto,heatOff,,Home,75,68,70.6,68,59,0,0,0,0,0.4,70.8,68,0,4,209,8176,2098,99511,70.1,0,71.1,0,71.2,0,70.1,0,71.8,0,1,1,
2023-10-08,12:00:00,auto,heatOff,,Home,75,68,70.6,68,59.9,0,0,0,0,0.3,70.8,68,0,4,208,8071,2089,99510,70.1,0,71.1,0,71.2,0,70.1,0,71.8,0,1,1,
2023-10-08,12:05:00,auto,heatOff,,Home,75,68,70.6,68,59.9,0,0,0,0,0.3,70.9,68,0,4,207,7939,2078,99506,70.1,0,71.1,0,71.1,0,70,0,71.8,0,1,1,
2023-10-08,12:10:00,auto,heatOff,,Home,75,68,70.6,68,59.9,0,0,0,0,0.3,70.9,68,0,4,206,7795,2066,99503,70.1,0,71.1,0,71.1,0,70,0,71.8,0,1,1,
2023-10-08,12:15:00,auto,heatOff,,Home,75,68,70.7,68,59.9,0,0,0,0,0.3,70.9,68,0,4,204,7637,2052,99502,70.2,0,71.2,0,71.1,0,70,0,71.8,0,1,1,
2023-10-08,12:20:00,auto,heatOff,,Home,75,68,70.6,68,59.9,0,0,0,0,0.3,70.7,68,0,4,202,7400,2032,99504,70.1,0,71.2,0,71.1,0,69.9,0,71.8,0,1,1,
2023-10-08,12:25:00,auto,heatOff,,Home,76.1,66.2,70.6,68,59.9,0,0,0,0,0.3,70.8,68,0,4,200,7194,2013,99503,70.2,0,71.2,0,71.1,0,69.8,0,71.8,0,1,1,
2023-10-08,12:30:00,auto,heatOff,EcoAway,Home,77.6,64,70.6,68,60.8,0,0,0,0,0.4,70.7,68,0,4,199,7030,1998,99502,70.2,0,71.2,0,71.1,0,69.8,0,71.8,0,1,1,
2023-10-08,12:35:00,auto,heatOff,EcoAway,Home,77.6,64,70.5,68,60.8,0,0,0,0,0.3,70.6,68,0,4,198,6984,1993,99506,70.1,0,71.1,0,71.1,0,69.8,0,71.7,0,1,1,
2023-10-08,12:40:00,auto,heatOff,EcoAway,Home,77.6,64,70.5,68,60.8,0,0,0,0,0.4,70.6,68,0,4,198,6912,1987,99503,70.1,0,71.1,0,71.1,0,69.8,0,71.7,0,1,1,
2023-10-08,12:45:00,auto,heatOff,EcoAway,Home,77.6,64,70.4,68,60.8,0,0,0,0,0.4,70.5,68,0,4,196,6775,1973,99507,70.1,0,71.1,0,71,0,69.8,0,71.6,0,1,1,
2023-10-08,12:50:00,auto,heatOff,EcoAway,Home,77.6,64,70.4,68,60.8,0,0,0,0,0.4,70.5,68,0,4,195,6616,1957,99501,70.1,0,71.1,0,71,0,69.7,0,71.6,0,1,1,
2023-10-08,12:55:00,auto,heatOff,EcoAway,Home,77.6,64,70.4,68,60.8,0,0,0,0,0.4,70.5,68,0,4,194,6498,1946,99497,70.1,0,71.1,0,71,0,69.7,0,71.6,0,1,1,
2023-10-08,13:00:00,auto,heatOff,EcoAway,Home,77.6,64,70.4,68,61.4,0,0,0,0,0.4,70.5,68,0,4,192,6311,1926,99502,70.1,0,71.1,0,71,0,69.7,0,71.6,0,1,1,
2023-10-08,13:05:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,68,61.4,0,0,0,0,0.4,70.4,68,0,4,190,6159,1910,99502,70.1,0,71,0,71,0,69.7,0,71.6,0,1,1,
2023-10-08,13:10:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,68,61.4,0,0,0,0,0.4,70.4,68,0,4,189,6049,1898,99500,70.1,0,71,0,71,0,69.7,0,71.6,0,1,1,
2023-10-08,13:15:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,68,61.4,0,0,0,0,0.4,70.5,68,0,4,188,5930,1885,99504,70.1,0,71,0,71,0,69.7,0,71.6,0,1,1,
2023-10-08,13:20:00,auto,heatOff,EcoAway,Home,77.6,64,70.4,68,61.4,0,0,0,0,0.4,70.5,68,0,4,186,5762,1866,99501,70.2,0,71,0,70.9,0,69.7,0,71.6,0,1,1,
2023-10-08,13:25:00,auto,heatOff,EcoAway,Home,77.6,64,70.4,68,61.4,0,0,0,0,0.4,70.5,68,0,4,185,5682,1857,99495,70.3,0,71,0,70.9,0,69.7,0,71.5,0,1,1,
2023-10-08,13:30:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,68,62.4,0,0,0,0,0.4,70.4,68,0,4,184,5612,1849,99493,70.3,0,71,0,70.9,0,69.6,0,71.5,0,1,1,
2023-10-08,13:35:00,auto,heatOff,EcoAway,Home,77.6,64,70.4,68,62.4,0,0,0,0,0.3,70.4,68,0,4,183,5548,1841,99486,70.3,0,71,0,70.9,0,69.6,0,71.5,0,1,1,
2023-10-08,13:40:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,68,62.4,0,0,0,0,0.4,70.5,68,0,4,182,5457,1830,99485,70.2,0,71,0,70.9,0,69.6,0,71.5,0,1,1,
2023-10-08,13:45:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,68,62.4,0,0,0,0,0.4,70.4,68,0,4,182,5449,1829,99476,70.2,0,71,0,70.9,0,69.5,0,71.5,0,1,1,
2023-10-08,13:50:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,68,62.4,0,0,0,0,0.4,70.2,68,0,4,182,5425,1826,99481,70.1,0,71,0,70.9,0,69.5,0,71.5,0,1,1,
2023-10-08,13:55:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,69,62.4,0,0,0,0,0.4,70.1,69,0,4,180,5316,1813,99486,70.1,0,71,0,70.9,0,69.5,0,71.5,0,1,1,
2023-10-08,14:00:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,69,62.7,0,0,0,0,0.3,70.1,69,0,4,179,5202,1799,99488,70,0,70.9,0,70.9,0,69.5,0,71.5,0,1,1,
2023-10-08,14:05:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,69,62.7,0,0,0,0,0.3,70.1,69,0,4,178,5141,1791,99500,70,0,70.9,0,70.9,0,69.5,0,71.4,0,1,1,
2023-10-08,14:10:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,69,62.7,0,0,0,0,0.3,70.1,69,0,4,177,5054,1779,99510,70,0,70.9,0,70.9,0,69.4,0,71.4,0,1,1,
2023-10-08,14:15:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,69,62.7,0,0,0,0,0.3,70.1,69,0,4,176,4965,1768,99518,70,0,70.9,0,70.8,0,69.4,0,71.4,0,1,1,
2023-10-08,14:20:00,auto,heatOff,EcoAway,Home,77.6,64,70.2,68,62.7,0,0,0,0,0.4,70.2,68,0,4,174,4853,1753,99525,70.1,0,70.9,0,70.8,0,69.4,0,71.4,0,1,1,
2023-10-08,14:25:00,auto,heatOff,EcoAway,Home,77.6,64,70.2,68,62.7,0,0,0,0,0.4,70.3,68,0,4,173,4764,1740,99526,70.1,0,70.9,0,70.8,0,69.4,0,71.4,0,1,1,
2023-10-08,14:30:00,auto,heatOff,EcoAway,Home,77.6,64,70.2,68,63.1,0,0,0,0,0.4,70.3,68,0,4,172,4663,1726,99521,70.1,0,70.9,0,70.8,0,69.4,0,71.5,0,1,1,
2023-10-08,14:35:00,auto,heatOff,EcoAway,Home,77.6,64,70.2,68,63.1,0,0,0,0,0.4,70.2,68,0,4,171,4608,1718,99518,70.1,0,70.9,0,70.8,0,69.4,0,71.5,0,1,1,
2023-10-08,14:40:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,68,63.1,0,0,0,0,0.4,70.3,68,0,4,170,4543,1709,99517,70.2,0,70.9,0,70.8,0,69.4,0,71.5,0,1,1,
2023-10-08,14:45:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,68,63.1,0,0,0,0,0.3,70.4,68,0,4,169,4441,1694,99512,70.2,0,70.9,0,70.8,0,69.4,0,71.5,0,1,1,
2023-10-08,14:50:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,68,63.1,0,0,0,0,0.4,70.4,68,0,4,168,4377,1684,99510,70.2,0,70.9,0,70.8,0,69.4,0,71.4,0,1,1,
2023-10-08,14:55:00,auto,heatOff,EcoAway,Home,77.6,64,70.3,68,63.1,0,0,0,0,0.4,70.4,68,0,4,167,4359,1682,99516,70.2,0,70.9,0,70.8,0,69.4,0,71.4,0,1,1,
2023-10-08,15:00:00,auto,heatOff,EcoAway,Home,76.6,66.8,70.3,68,63.2,0,0,0,0,0.3,70.3,68,1,4,167,4336,1678,99519,70.1,1,70.9,0,70.7,1,69.3,0,71.4,1,1,0,
2023-10-08,15:05:00,auto,heatOff,HKhold,Home,75.9,69.1,70.4,68,63.2,0,0,0,0,0.2,70.2,68,1,4,165,4228,1661,99524,70.1,1,70.9,0,70.7,1,69.4,0,71.4,1,1,0,
2023-10-08,15:10:00,auto,heatOff,HKhold,Home,78.2,64.1,70.2,68,63.2,0,0,0,0,0.3,70.2,68,0,4,163,4096,1640,99525,70.1,1,70.9,0,70.8,1,69.5,0,71.4,1,1,1,
2023-10-08,15:15:00,auto,heatOff,HKhold,Home,80.1,60.1,70.1,68,63.2,0,0,0,0,0.5,70.1,68,0,4,162,4009,1626,99527,70.1,0,70.9,0,70.8,0,69.4,0,71.4,1,1,1,
2023-10-08,15:20:00,auto,heatOff,HKhold,Home,80.1,60.1,70,68,63.2,0,0,0,0,0.5,70,68,0,4,163,4055,1634,99527,70.1,0,70.9,0,70.8,0,69.3,0,71.3,0,1,1,
2023-10-08,15:25:00,auto,heatOff,HKhold,Home,80.1,60.1,70,68,63.2,0,0,0,0,0.4,70.1,68,0,4,162,4002,1625,99527,70.1,0,70.8,0,70.7,0,69.2,0,71.3,0,1,1,
2023-10-08,15:30:00,auto,heatOff,HKhold,Home,80.1,60.1,70.1,68,63.2,0,0,0,0,0.4,70.1,68,0,4,160,3925,1612,99525,70.1,0,70.8,0,70.7,0,69.1,0,71.3,0,1,1,
2023-10-08,15:35:00,auto,heatOff,HKhold,Home,80.1,60.1,70.1,68,63.2,0,0,0,0,0.4,70.1,68,0,4,159,3842,1598,99530,70.2,0,70.8,0,70.7,0,69,0,71.4,0,1,1,
2023-10-08,15:40:00,auto,heatOff,HKhold,Home,80.1,60.1,70.1,69,63.2,0,0,0,0,0.4,70.1,69,0,4,157,3750,1582,99529,70.2,0,70.8,0,70.7,0,69,0,71.3,0,1,1,
2023-10-08,15:45:00,auto,heatOff,HKhold,Home,80.1,60.1,70.1,68,63.2,0,0,0,0,0.4,70.1,68,0,4,156,3681,1570,99536,70.2,0,70.8,0,70.7,0,68.9,0,71.3,0,1,1,
2023-10-08,15:50:00,auto,heatOff,HKhold,Home,80.1,60.1,70.1,68,63.2,0,0,0,0,0.4,70.2,68,0,4,155,3617,1558,99535,70.2,0,70.9,0,70.7,0,68.9,0,71.3,0,1,1,
2023-10-08,15:55:00,auto,heatOff,HKhold,Home,80.1,60.1,70.2,68,63.2,0,0,0,0,0.4,70.3,68,0,4,154,3577,1551,99538,70.3,0,70.8,0,70.7,0,68.8,0,71.3,0,1,1,
2023-10-08,16:00:00,auto,heatOff,HKhold,Home,80.1,60.1,70.1,68,62.8,0,0,0,0,0.4,70.2,68,0,4,153,3491,1535,99541,70.3,0,70.8,0,70.7,0,68.7,0,71.3,0,1,1,
2023-10-08,16:05:00,auto,heatOff,HKhold,Home,80.1,60.1,70.2,68,62.8,0,0,0,0,0.4,70.3,68,0,4,152,3475,1532,99544,70.2,0,70.8,0,70.7,0,68.7,0,71.3,0,1,1,
2023-10-08,16:10:00,auto,heatOff,HKhold,Home,80.1,60.1,70.1,68,62.8,0,0,0,0,0.4,70.2,68,0,4,152,3443,1526,99553,70.2,0,70.8,0,70.7,0,68.6,0,71.3,0,1,1,
2023-10-08,16:15:00,auto,heatOff,HKhold,Home,80.1,60.1,70.1,68,62.8,0,0,0,0,0.4,70.1,68,0,4,151,3409,1519,99554,70.1,0,70.8,0,70.7,0,68.6,0,71.3,0,1,1,
2023-10-08,16:20:00,auto,heatOff,HKhold,Home,80.1,60.1,70,68,62.8,0,0,0,0,0.4,70.1,68,0,4,150,3352,1508,99559,70,0,70.8,0,70.6,0,68.5,0,71.2,0,1,1,
2023-10-08,16:25:00,auto,heatOff,HKhold,Home,80.1,60.1,70,68,62.8,0,0,0,0,0.4,70,68,0,4,149,3293,1496,99566,70,0,70.8,0,70.6,0,68.5,0,71.2,0,1,1,
2023-10-08,16:30:00,auto,heatOff,HKhold,Home,80.1,60.1,70,68,62.6,0,0,0,0,0.4,69.8,68,0,4,148,3252,1488,99567,70,0,70.8,0,70.6,0,68.5,0,71.2,0,1,1,
2023-10-08,16:35:00,auto,heatOff,HKhold,Home,80.1,60.1,70,68,62.6,0,0,0,0,0.4,69.8,68,0,4,147,3187,1475,99574,69.9,0,70.8,0,70.6,0,68.5,0,71.2,0,1,1,
2023-10-08,16:40:00,auto,heatOff,HKhold,Home,80.1,60.1,70,69,62.6,0,0,0,0,0.4,69.8,69,0,4,145,3126,1462,99579,69.9,0,70.7,0,70.6,0,68.5,0,71.3,0,1,1,
2023-10-08,16:45:00,auto,heatOff,HKhold,Home,80.1,60.1,70,69,62.6,0,0,0,0,0.3,69.8,69,0,4,144,3044,1444,99583,69.9,0,70.7,0,70.6,0,68.4,0,71.2,0,1,1,
2023-10-08,16:50:00,auto,heatOff,HKhold,Home,80.1,60.1,70,69,62.6,0,0,0,0,0.3,69.9,69,0,4,142,2982,1431,99590,69.9,0,70.7,0,70.6,0,68.4,0,71.2,0,1,1,
2023-10-08,16:55:00,auto,heatOff,HKhold,Home,80.1,60.1,70,69,62.6,0,0,0,0,0.3,69.9,69,0,4,141,2939,1421,99594,69.9,0,70.7,0,70.5,0,68.4,0,71.2,0,1,1,
2023-10-08,17:00:00,auto,heatOff,HKhold,Home,80.1,60.1,69.9,69,61.8,0,0,0,0,0.4,69.8,69,0,4,140,2881,1408,99597,69.9,0,70.7,0,70.5,0,68.4,0,71.2,0,1,1,
2023-10-08,17:05:00,auto,heatOff,HKhold,Home,80.1,60.1,70,69,61.8,0,0,0,0,0.3,69.8,69,0,4,138,2820,1394,99606,69.9,0,70.7,0,70.6,0,68.4,0,71.2,0,1,1,
2023-10-08,17:10:00,auto,heatOff,HKhold,Home,77.1,66.4,70.1,69,61.8,0,0,0,0,0.2,69.8,69,0,4,137,2765,1380,99610,69.9,0,70.7,0,70.5,0,68.3,0,71.2,1,1,0,
2023-10-08,17:15:00,auto,heatOff,HKhold,Home,75.9,69.1,70.2,69,61.8,0,0,0,0,0.2,69.8,69,1,4,137,2739,1374,99615,69.9,0,70.7,0,70.5,0,68.3,0,71.2,1,1,0,
2023-10-08,17:20:00,auto,heatOff,HKhold,Home,80.1,60.1,69.9,68,61.8,0,0,0,0,0.4,69.9,68,0,4,135,2688,1362,99624,69.8,0,70.6,0,70.5,0,68.5,0,71.2,1,1,1,
2023-10-08,17:25:00,auto,heatOff,HKhold,Home,80.1,60.1,69.9,68,61.8,0,0,0,0,0.4,69.9,68,0,4,134,2623,1346,99632,69.8,0,70.6,0,70.5,0,68.6,0,71.2,0,1,1,
2023-10-08,17:30:00,auto,heatOff,HKhold,Home,80.1,60.1,70,68,60.5,0,0,0,0,0.4,70,68,0,4,133,2606,1341,99635,69.8,0,70.6,0,70.5,0,68.6,0,71.2,0,1,1,
2023-10-08,17:35:00,auto,heatOff,HKhold,Home,80.1,60.1,70,68,60.5,0,0,0,0,0.4,70,68,0,4,132,2538,1324,99638,69.8,0,70.7,0,70.5,0,68.6,0,71.2,0,1,1,
2023-10-08,17:40:00,auto,heatOff,HKhold,Home,80.1,60.1,70,68,60.5,0,0,0,0,0.4,69.9,68,0,4,130,2487,1311,99645,69.8,0,70.6,0,70.5,0,68.6,0,71.1,0,1,1,
2023-10-08,17:45:00,auto,heatOff,HKhold,Home,76.1,68.6,70.2,68,60.5,0,0,0,0,0.2,69.8,68,1,4,130,2492,1312,99649,69.7,1,70.6,1,70.4,0,68.6,0,71.1,1,1,0,
2023-10-08,17:50:00,auto,heatOff,HKhold,Home,75.9,69.1,70.1,69,60.5,0,0,0,0,0.2,69.7,69,0,4,131,2512,1316,99654,69,1,70.6,1,70.4,0,68.7,0,71.1,1,1,1,
2023-10-08,17:55:00,auto,heatOff,HKhold,Home,75.9,69.1,70,70,60.5,0,0,0,0,,69.8,70,1,4,197,7418,1984,99656,67.4,1,70.6,1,70.4,0,68.8,0,71.2,1,1,1,
2023-10-08,18:00:00,auto,heatOff,HKhold,Home,75.9,69.1,70,72,59.1,0,0,0,0,-0.1,70,72,0,4,238,12681,2387,99658,66.2,1,70.6,0,70.4,0,68.8,0,71.2,1,1,1,
2023-10-08,18:05:00,auto,heatOff,HKhold,Home,75.9,69.1,69.8,72,59.1,0,0,0,0,-0.3,70.2,72,1,4,245,14083,2457,99664,65.5,1,70.5,0,70.4,0,69.2,0,71.2,1,1,1,
2023-10-08,18:10:00,auto,heatOff,HKhold,Home,75.9,69.1,70,74,59.1,0,0,0,0,-0.7,70.3,74,1,4,253,15977,2540,99669,64.9,1,70.5,0,70.4,0,69.7,0,71.4,1,1,1,
2023-10-08,18:15:00,auto,heatOff,HKhold,Home,75.9,69.1,70.2,76,59.1,0,0,0,0,-1,70.5,76,1,4,271,20944,2714,99673,64.4,1,70.4,0,70.4,0,70.1,0,71.5,1,1,1,
2023-10-08,18:20:00,auto,heatOff,HKhold,Home,75.9,69.1,70.4,77,59.1,0,0,0,0,-1.2,70.9,77,1,4,289,27566,2901,99681,63.9,1,70.4,0,70.4,0,70.4,0,71.6,1,1,1,
2023-10-08,18:25:00,auto,heatOff,HKhold,Home,75.9,69.1,70.7,78,59.1,0,0,0,0,-1.3,71,78,1,4,301,32826,3017,99691,64.1,1,70.4,0,70.3,0,70.7,0,71.8,1,1,1,
2023-10-08,18:30:00,auto,heatOff,HKhold,Home,75.9,69.1,70.6,77,58.1,0,0,0,0,-1.3,71.2,77,1,3,316,41742,3170,99696,63.8,1,70.4,0,70.3,0,71.1,0,72,1,1,1,
2023-10-08,18:35:00,auto,heatOff,HKhold,Home,75.9,69.1,70.5,77,58.1,0,0,0,0,-1.3,71.3,77,1,3,351,70702,3520,99702,63.4,1,70.4,0,70.3,0,71.4,0,72.2,1,1,1,
2023-10-08,18:40:00,auto,heatOff,HKhold,Home,75.9,69.1,70.6,78,58.1,0,0,0,0,-1.5,71.3,78,1,3,369,91880,3698,99709,63.1,1,70.3,0,70.3,0,71.5,0,72.3,1,1,1,
2023-10-08,18:45:00,auto,heatOff,HKhold,Home,75.9,69.1,70.3,75,58.1,0,0,0,0,-1.2,71.4,75,1,3,371,95231,3722,99714,63,1,70.3,0,70.3,0,71.1,0,72.4,1,1,1,
2023-10-08,18:50:00,auto,heatOff,HKhold,Home,75.9,69.1,70.2,72,58.1,0,0,0,0,-0.9,71.6,72,1,4,365,86799,3660,99716,63.3,1,70.3,0,70.2,0,70.8,0,72.6,1,1,1,
2023-10-08,18:55:00,auto,heatOff,HKhold,Home,75.9,69.1,69.9,69,58.1,0,0,0,0,-0.7,71.7,69,1,4,357,76663,3578,99723,63.1,1,70.3,0,70.2,0,70.6,0,72.7,1,1,1,
2023-10-08,19:00:00,auto,heatOff,HKhold,Home,75.9,69.1,69.9,66,58.1,0,0,0,0,-0.3,71.8,66,1,4,350,69190,3510,99734,64.1,1,70.2,0,70.2,0,70.4,0,72.9,1,1,1,
2023-10-08,19:05:00,auto,heatOff,HKhold,Home,75.9,69.1,69.9,66,58.1,0,0,0,0,-0.2,71.8,66,1,4,355,74179,3556,99746,64.4,1,70.2,0,70.2,0,70.2,0,73,1,1,1,
2023-10-08,19:10:00,auto,heatOff,HKhold,Home,75.9,69.1,69.8,65,58.1,0,0,0,0,-0.2,71.9,65,1,4,350,69170,3510,99752,63.9,1,70.2,0,70.2,0,70.2,0,73,1,1,1,
2023-10-08,19:15:00,auto,heatOff,HKhold,Home,75.9,69.1,69.6,64,58.1,0,0,0,0,-0.1,71.9,64,0,4,345,64091,3459,99759,63.7,1,70.2,0,70.2,0,70.4,0,72.9,1,1,1,
2023-10-08,19:20:00,auto,heatOff,HKhold,Home,75.9,69.1,69.4,64,58.1,0,0,0,0,-0.2,71.9,64,1,4,339,58186,3396,99763,63,1,70.2,0,70.2,0,70.7,0,72.8,1,1,1,
2023-10-08,19:25:00,auto,heatOff,HKhold,Home,75.9,69.1,69.4,65,58.1,0,0,0,0,-0.4,71.9,65,1,4,338,57076,3383,99770,62.1,1,70.1,0,70.1,0,71,0,72.8,1,1,1,
2023-10-08,19:30:00,auto,heatOff,HKhold,Home,75.9,69.1,69.1,64,58.1,0,0,0,0,-0.4,71.9,64,0,4,333,53264,3337,99774,61.4,1,70.1,0,70.1,0,71.1,0,72.8,0,1,1,
2023-10-08,19:35:00,auto,heatOff,HKhold,Home,75.9,69.1,68.9,64,58.1,0,0,0,0,-0.4,71.9,64,1,4,334,54636,3354,99775,61,1,70.1,0,70.1,0,71.2,0,72.7,1,1,1,
2023-10-08,19:40:00,auto,heatOff,HKhold,Home,75.9,69.1,68.9,64,58.1,0,0,0,0,-0.4,71.7,64,1,3,344,63599,3446,99777,60.9,1,70.1,0,70,1,71.2,0,72.7,1,1,1,
2023-10-08,19:45:00,auto,heatOff,HKhold,Home,75.9,69.1,68.9,64,58.1,0,0,0,0,-0.3,71.6,64,1,3,406,162723,4065,99781,61.3,1,70.1,0,70,1,71.1,0,72.7,1,1,1,
2023-10-08,19:50:00,auto,heatOff,HKhold,Home,75.9,69.1,68.9,64,58.1,0,0,0,0,-0.4,71.5,64,1,3,419,196225,4200,99785,61.2,1,70.1,0,70.1,1,71.1,1,72.7,1,1,1,
2023-10-08,19:55:00,auto,heatOff,HKhold,Home,75.9,69.1,69,64,58.1,0,0,0,0,-0.3,71.4,64,1,4,397,141429,3974,99792,61.4,1,70,1,70.4,1,71.3,1,72.6,1,1,1,
2023-10-08,20:00:00,auto,heatOff,HKhold,Home,75.9,69.1,68.9,59,55.7,0,0,0,0,0.2,71,59,1,4,372,96232,3724,99798,63.3,1,69.9,1,70.8,1,71.3,0,72.4,1,1,1,
2023-10-08,20:05:00,auto,heatOff,HKhold,Home,75.9,69.1,68.9,58,55.7,0,0,0,0,0.4,70.4,58,1,4,336,56667,3366,99810,64.7,1,69.6,1,70.7,1,71.3,1,72.1,1,1,1,
2023-10-08,20:10:00,auto,heatOff,HKhold,Home,75.9,69.1,68.9,54,55.7,0,0,0,0,0.4,69.8,54,1,4,291,29100,2921,99816,65.6,1,69.2,1,70.6,1,71.3,1,71.5,1,1,1,
2023-10-08,20:15:00,auto,heatOff,HKhold,Home,75.9,69.1,68.8,53,55.7,0,0,0,0,0.3,69.5,53,1,4,245,14337,2460,99821,66.2,1,68.8,1,70.6,1,72.3,1,70.9,1,1,1,
2023-10-08,20:20:00,auto,heatOff,HKhold,Home,75.9,69.1,68.6,54,55.7,0,0,105,105,0.2,69.2,54,1,4,217,9274,2178,99828,66,1,68.6,1,70.4,1,72.5,1,70.4,1,1,1,
