Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Thermostat AirQualityAccuracy,Thermostat AirQuality,Thermostat VOCppm,Thermostat CO2ppm,Thermostat AirPressure,Kitchen (F),Kitchen2,Bedroom (F),Bedroom2,Kids' Room (F),Kids' Room2,Bathroom (F),Bathroom2,Living Room (F),Living Room2,Back Door (contact),Front Door (contact)
2023-10-01,01:00:00,auto,heatOff,,Sleep,73,63,67.1,67,54.3,0,0,0,0,,68.7,67,0,4,86,1278,870,101553,70,1,68.4,1,65.9,0,69,0,69.6,1,1,1,
2023-10-01,01:05:00,auto,heatOff,,Sleep,73,63,67.3,67,54.3,0,0,0,0,,68.7,67,0,4,88,1326,894,101547,70,0,68.5,1,65.9,0,69,0,69.6,1,1,1,
2023-10-01,01:10:00,auto,heatOff,,Sleep,73,63,67.3,67,54.3,0,0,0,0,0.1,68.7,67,0,4,91,1372,917,101541,70,0,68.4,0,65.9,0,68.9,0,69.6,0,1,1,
2023-10-01,01:15:00,auto,heatOff,,Sleep,73,63,67.4,67,54.3,0,0,0,0,0.1,68.5,67,0,4,92,1403,932,101549,70,0,68.4,0,65.8,0,68.9,0,69.6,0,1,1,
2023-10-01,01:20:00,auto,heatOff,,Sleep,73,63,67.7,67,54.3,0,0,0,0,0.1,68.5,67,0,4,92,1399,930,101554,70,0,68.4,0,65.8,0,68.9,0,69.6,0,1,1,
2023-10-01,01:25:00,auto,heatOff,,Sleep,73,63,68.1,68,54.3,0,0,0,0,0.1,68.4,68,0,4,92,1399,930,101555,69.9,0,68.4,0,65.8,0,68.8,0,69.6,0,1,1,
2023-10-01,01:30:00,auto,heatOff,,Sleep,73,63,68.2,69,53.8,0,0,0,0,0.1,68.4,69,0,4,91,1386,924,101549,69.9,0,68.3,0,65.8,0,68.8,0,69.6,0,1,1,
2023-10-01,01:35:00,auto,heatOff,,Sleep,73,63,68.1,69,53.8,0,0,0,0,0.1,68.3,69,0,4,91,1379,921,101544,69.9,0,68.3,0,65.8,0,68.7,0,69.5,0,1,1,
2023-10-01,01:40:00,auto,heatOff,,Sleep,73,63,67.8,69,53.8,0,0,0,0,0.1,68.3,69,0,4,90,1351,907,101542,69.9,0,68.3,0,65.8,0,68.7,0,69.5,0,1,1,
2023-10-01,01:45:00,auto,heatOff,,Sleep,73,63,67.6,69,53.8,0,0,0,0,,68.3,69,0,4,89,1335,899,101539,69.9,0,68.3,0,65.9,0,68.6,0,69.5,0,1,1,
2023-10-01,01:50:00,auto,heatOff,,Sleep,73,63,67.5,69,53.8,0,0,0,0,,68.3,69,0,4,88,1318,891,101550,69.8,0,68.3,0,65.9,0,68.6,0,69.5,0,1,1,
2023-10-01,01:55:00,auto,heatOff,,Sleep,73,63,67.4,69,53.8,0,0,0,0,,68.3,69,0,4,87,1299,881,101552,69.8,0,68.3,1,65.8,0,68.6,0,69.5,0,1,1,
2023-10-01,02:00:00,auto,heatOff,,Sleep,73,63,67.4,69,53.2,0,0,0,0,,68.3,69,0,4,86,1273,868,101545,69.8,0,68.3,1,65.8,0,68.6,0,69.5,0,1,1,
2023-10-01,02:05:00,auto,heatOff,,Sleep,73,63,67.5,69,53.2,0,0,0,0,,68.3,69,0,4,85,1253,857,101530,69.8,0,68.3,0,65.9,0,68.6,0,69.5,0,1,1,
2023-10-01,02:10:00,auto,heatOff,,Sleep,73,63,67.8,69,53.2,0,0,0,0,,68.3,69,0,4,84,1235,848,101530,69.8,0,68.3,0,65.8,0,68.5,0,69.5,0,1,1,
2023-10-01,02:15:00,auto,heatOff,,Sleep,73,63,68,69,53.2,0,0,0,0,0.1,68.3,69,0,4,83,1210,834,101531,69.9,0,68.3,0,65.8,0,68.5,0,69.6,0,1,1,
2023-10-01,02:20:00,auto,heatOff,,Sleep,73,63,68.1,69,53.2,0,0,0,0,0.1,68.3,69,0,4,82,1194,825,101525,69.9,0,68.3,0,65.8,0,68.5,0,69.6,0,1,1,
2023-10-01,02:25:00,auto,heatOff,,Sleep,73,63,68.1,69,53.2,0,0,0,0,0.1,68.2,69,0,4,81,1173,814,101519,69.8,0,68.3,0,65.8,0,68.5,0,69.6,0,1,1,
2023-10-01,02:30:00,auto,heatOff,,Sleep,73,63,67.9,68,53.1,0,0,0,0,0.2,68.2,68,0,4,80,1156,804,101515,69.8,0,68.3,0,65.8,0,68.5,0,69.5,0,1,1,
2023-10-01,02:35:00,auto,heatOff,,Sleep,73,63,67.8,69,53.1,0,0,0,0,0.1,68.1,69,0,4,79,1146,798,101517,69.8,0,68.3,0,65.8,0,68.4,0,69.5,0,1,1,
2023-10-01,02:40:00,auto,heatOff,,Sleep,73,63,67.6,69,53.1,0,0,0,0,,68.1,69,0,4,78,1136,792,101514,69.7,0,68.3,0,65.9,0,68.3,0,69.5,0,1,1,
2023-10-01,02:45:00,auto,heatOff,,Sleep,73,63,67.5,70,53.1,0,0,0,0,,68,70,0,4,77,1119,783,101508,69.7,0,68.3,0,65.8,0,68.3,0,69.5,0,1,1,
2023-10-01,02:50:00,auto,heatOff,,Sleep,73,63,67.3,70,53.1,0,0,0,0,,68,70,0,4,76,1104,774,101505,69.7,0,68.3,0,65.8,0,68.4,0,69.5,0,1,1,
2023-10-01,02:55:00,auto,heatOff,,Sleep,73,63,67.2,70,53.1,0,0,0,0,-0.1,68,70,0,4,76,1091,766,101506,69.7,0,68.3,0,65.8,0,68.4,0,69.4,0,1,1,
2023-10-01,03:00:00,auto,heatOff,,Sleep,73,63,67.2,70,52.8,0,0,0,0,-0.1,68,70,0,4,75,1075,756,101509,69.7,0,68.3,0,65.8,0,68.3,0,69.4,0,1,1,
2023-10-01,03:05:00,auto,heatOff,,Sleep,73,63,67.2,70,52.8,0,0,0,0,-0.2,67.9,70,0,4,74,1058,746,101506,69.7,0,68.3,0,65.8,0,68.3,0,69.4,0,1,1,
2023-10-01,03:10:00,auto,heatOff,,Sleep,73,63,67.2,70,52.8,0,0,0,0,-0.2,68,70,0,4,73,1045,737,101505,69.7,0,68.3,0,65.8,0,68.3,0,69.4,0,1,1,
2023-10-01,03:15:00,auto,heatOff,,Sleep,73,63,67.1,69,52.8,0,0,0,0,-0.1,68,69,0,4,72,1029,727,101506,69.7,0,68.3,0,65.8,0,68.3,0,69.4,0,1,1,
2023-10-01,03:20:00,auto,heatOff,,Sleep,73,63,67,69,52.8,0,0,0,0,,68.1,69,0,4,71,1015,718,101505,69.7,0,68.2,0,65.8,0,68.2,0,69.4,0,1,1,
2023-10-01,03:25:00,auto,heatOff,,Sleep,73,63,67.1,69,52.8,0,0,0,0,-0.1,68.2,69,0,4,70,1006,712,101502,69.7,0,68.2,0,65.8,0,68.2,0,69.4,0,1,1,
2023-10-01,03:30:00,auto,heatOff,,Sleep,73,63,67,69,52.2,0,0,0,0,,68.1,69,0,4,69,993,703,101506,69.6,0,68.2,0,65.8,0,68.2,0,69.4,0,1,1,
2023-10-01,03:35:00,auto,heatOff,,Sleep,73,63,67.1,70,52.2,0,0,0,0,-0.1,68,70,0,4,68,978,693,101511,69.6,0,68.2,0,65.8,0,68.2,0,69.4,0,1,1,
2023-10-01,03:40:00,auto,heatOff,,Sleep,73,63,67.1,70,52.2,0,0,0,0,-0.1,67.9,70,0,4,67,962,683,101514,69.6,0,68.2,0,65.8,0,68.2,0,69.4,0,1,1,
2023-10-01,03:45:00,auto,heatOff,,Sleep,73,63,67.1,70,52.2,0,0,0,0,-0.1,67.9,70,0,4,66,948,673,101514,69.6,0,68.2,0,65.8,0,68.1,0,69.4,0,1,1,
2023-10-01,03:50:00,auto,heatOff,,Sleep,73,63,67,69,52.2,0,0,0,0,-0.1,67.8,69,0,4,65,934,665,101513,69.6,0,68.2,0,65.7,0,68.1,0,69.3,0,1,1,
2023-10-01,03:55:00,auto,heatOff,,Sleep,73,63,67,69,52.2,0,0,0,0,,67.9,69,0,4,64,919,660,101511,69.5,0,68.2,0,65.7,0,68.1,0,69.3,0,1,1,
2023-10-01,04:00:00,auto,heatOff,,Sleep,73,63,67,69,52,0,0,0,0,,67.9,69,0,4,63,903,656,101509,69.5,0,68.2,0,65.7,0,68.1,0,69.3,0,1,1,
2023-10-01,04:05:00,auto,heatOff,,Sleep,73,63,67,69,52,0,0,0,0,,67.9,69,0,4,63,896,654,101512,69.5,0,68.2,0,65.7,0,68.1,0,69.3,0,1,1,
2023-10-01,04:10:00,auto,heatOff,,Sleep,73,63,67,69,52,0,0,0,0,,68,69,0,4,62,884,650,101515,69.5,0,68.2,0,65.7,0,68,0,69.3,0,1,1,
2023-10-01,04:15:00,auto,heatOff,,Sleep,73,63,67,69,52,0,0,0,0,,68,69,0,4,61,875,647,101517,69.5,0,68.2,0,65.7,0,68,0,69.3,0,1,1,
2023-10-01,04:20:00,auto,heatOff,,Sleep,73,63,67,69,52,0,0,0,0,,68,69,0,4,60,863,644,101519,69.5,0,68.2,0,65.7,0,68,0,69.3,0,1,1,
2023-10-01,04:25:00,auto,heatOff,,Sleep,73,63,67,69,52,0,0,0,0,,68.1,69,0,4,60,852,640,101526,69.5,0,68.2,0,65.7,0,68,0,69.3,0,1,1,
2023-10-01,04:30:00,auto,heatOff,,Sleep,73,63,67,69,52.1,0,0,0,0,,68.1,69,0,4,59,843,638,101532,69.5,0,68.2,0,65.8,0,68,0,69.3,0,1,1,
2023-10-01,04:35:00,auto,heatOff,,Sleep,73,63,67,69,52.1,0,0,0,0,,68,69,0,4,58,836,635,101533,69.5,0,68.2,0,65.7,0,67.9,0,69.3,0,1,1,
2023-10-01,04:40:00,auto,heatOff,,Sleep,73,63,67.1,69,52.1,0,0,0,0,-0.1,67.9,69,0,4,57,824,631,101535,69.5,0,68.2,1,65.7,0,67.9,0,69.3,0,1,1,
2023-10-01,04:45:00,auto,heatOff,,Sleep,73,63,67.1,69,52.1,0,0,0,0,-0.1,67.8,69,0,4,56,812,627,101532,69.4,0,68.2,1,65.7,0,67.9,0,69.3,0,1,1,
2023-10-01,04:50:00,auto,heatOff,,Sleep,73,63,67.1,69,52.1,0,0,0,0,,67.9,69,0,4,55,803,625,101538,69.4,0,68.2,0,65.7,0,67.9,0,69.3,0,1,1,
2023-10-01,04:55:00,auto,heatOff,,Sleep,73,63,67.3,69,52.1,0,0,0,0,,67.9,69,0,4,55,792,621,101546,69.4,0,68.2,0,65.7,0,67.9,0,69.2,0,1,1,
2023-10-01,05:00:00,auto,heatOff,,Sleep,73,63,67.5,69,51.8,0,0,0,0,0.1,67.8,69,0,4,53,780,617,101552,69.4,0,68.3,0,65.7,0,67.9,0,69.2,0,1,1,
2023-10-01,05:05:00,auto,heatOff,,Sleep,73,63,67.7,69,51.8,0,0,0,0,0.2,67.7,69,0,4,53,767,612,101554,69.4,0,68.3,0,65.7,0,67.9,0,69.2,0,1,1,
2023-10-01,05:10:00,auto,heatOff,,Sleep,73,63,67.9,69,51.8,0,0,0,0,0.2,67.6,69,0,4,51,755,608,101542,69.3,0,68.3,0,65.7,0,67.9,0,69.1,0,1,1,
2023-10-01,05:15:00,auto,heatOff,,Sleep,73,63,67.8,69,51.8,0,0,0,0,0.2,67.6,69,0,4,51,746,605,101538,69.3,0,68.2,0,65.7,0,67.9,0,69.1,0,1,1,
2023-10-01,05:20:00,auto,heatOff,,Sleep,73,63,67.5,69,51.8,0,0,0,0,0.2,67.7,69,0,4,50,737,602,101550,69.3,0,68.2,0,65.6,0,67.9,0,69.1,0,1,1,
2023-10-01,05:25:00,auto,heatOff,,Sleep,73,63,67.3,69,51.8,0,0,0,0,0.1,67.7,69,0,4,50,733,601,101560,69.2,0,68.2,0,65.7,0,67.8,0,69.1,0,1,1,
2023-10-01,05:30:00,auto,heatOff,,Sleep,73,63,67.2,69,51.5,0,0,0,0,,67.7,69,0,4,49,723,597,101563,69.2,0,68.2,0,65.7,0,67.8,0,69.1,0,1,1,
2023-10-01,05:35:00,auto,heatOff,,Sleep,73,63,67.1,69,51.5,0,0,0,0,,67.7,69,0,4,48,716,594,101565,69.2,0,68.2,0,65.7,0,67.8,0,69.1,0,1,1,
2023-10-01,05:40:00,auto,heatOff,,Sleep,73,63,67,70,51.5,0,0,0,0,,67.7,70,0,4,48,711,592,101564,69.2,0,68.2,0,65.7,0,67.8,0,69.1,0,1,1,
2023-10-01,05:45:00,auto,heatOff,,Sleep,73,63,66.9,69,51.5,0,0,0,0,,67.7,69,0,4,47,703,590,101569,69.2,0,68.2,0,65.6,0,67.8,0,69.1,0,1,1,
2023-10-01,05:50:00,auto,heatOff,,Sleep,73,63,66.9,69,51.5,0,0,0,0,,67.6,69,0,4,46,697,587,101572,69.2,0,68.2,0,65.6,0,67.8,0,69.2,0,1,1,
2023-10-01,05:55:00,auto,heatOff,,Sleep,73,63,67,69,51.5,0,0,0,0,,67.7,69,0,4,45,692,585,101576,69.2,0,68.2,0,65.7,0,67.8,0,69.1,0,1,1,
2023-10-01,06:00:00,auto,heatOff,,Sleep,73,63,67.1,69,51.3,0,0,0,0,0.1,67.6,69,0,4,45,682,582,101578,69.2,0,68.2,0,65.6,0,67.7,0,69.1,0,1,1,
2023-10-01,06:05:00,auto,heatOff,,Sleep,73,63,67.3,69,51.3,0,0,0,0,0.1,67.6,69,0,4,44,676,579,101585,69.2,0,68.2,0,65.6,0,67.7,0,69.1,0,1,1,
2023-10-01,06:10:00,auto,heatOff,,Sleep,73,63,67.4,69,51.3,0,0,0,0,0.1,67.6,69,0,4,43,666,576,101590,69.2,0,68.2,0,65.6,0,67.6,0,69,0,1,1,
2023-10-01,06:15:00,auto,heatOff,,Sleep,73,63,67.5,69,51.3,0,0,0,0,0.2,67.5,69,0,4,42,657,572,101588,69.1,0,68.2,0,65.6,0,67.6,0,69,0,1,1,
2023-10-01,06:20:00,auto,heatOff,,Sleep,73,63,67.5,69,51.3,0,0,0,0,0.2,67.4,69,0,4,41,646,567,101592,69.1,0,68.2,0,65.6,0,67.6,0,69,0,1,1,
2023-10-01,06:25:00,auto,heatOff,,Sleep,74.8,67.5,67.7,69,51.3,0,0,0,0,,67.4,69,0,4,41,641,565,101590,69.1,0,68.2,0,65.6,0,67.6,0,69,0,1,1,
2023-10-01,06:30:00,auto,heatOff,,Home,75,68,67.8,69,51,0,0,0,0,,67.4,69,0,4,40,636,563,101591,69.1,0,68.2,0,65.6,0,67.6,0,68.9,0,1,1,
2023-10-01,06:35:00,auto,heatOff,,Home,75,68,67.8,70,51,0,0,0,0,,67.4,70,0,4,39,629,560,101592,69,0,68.1,0,65.6,0,67.6,0,68.9,0,1,1,
2023-10-01,06:40:00,auto,heatOff,,Home,75,68,67.8,69,51,0,0,0,0,,67.5,69,0,4,39,626,559,101598,69,0,68.1,0,65.5,0,67.6,0,68.9,0,1,1,
2023-10-01,06:45:00,auto,heatOff,,Home,75,68,67.8,69,51,0,0,0,0,,67.5,69,0,4,39,621,557,101607,69,0,68.1,0,65.5,0,67.6,0,69,0,1,1,
2023-10-01,06:50:00,auto,heatOff,,Home,75,68,67.8,69,51,0,0,0,0,,67.5,69,0,4,38,618,555,101610,69,0,68.1,0,65.5,0,67.5,0,69,0,1,1,
2023-10-01,06:55:00,auto,heatOff,,Home,75,68,67.8,69,51,0,0,0,0,,67.6,69,0,4,38,612,553,101618,69,0,68.1,0,65.6,0,67.5,0,69,0,1,1,
2023-10-01,07:00:00,auto,heatOff,,Home,75,68,67.8,69,50.5,0,0,0,0,,67.6,69,0,4,37,609,552,101627,69,0,68.1,0,65.5,0,67.5,0,69,0,1,1,
2023-10-01,07:05:00,auto,heatOff,,Home,75,68,67.8,69,50.5,0,0,0,0,,67.5,69,0,4,37,603,549,101628,69,0,68.1,1,65.5,0,67.5,0,68.9,0,1,1,
2023-10-01,07:10:00,auto,heatOff,,Home,75,68,67.8,70,50.5,0,0,0,0,,67.4,70,0,4,36,598,547,101628,69,0,68.1,1,65.5,0,67.5,0,68.9,0,1,1,
2023-10-01,07:15:00,auto,heatOff,,Home,75,68,67.8,70,50.5,0,0,0,0,,67.3,70,0,4,35,591,544,101627,68.9,0,68.1,0,65.5,0,67.5,0,68.9,0,1,1,
2023-10-01,07:20:00,auto,heatOff,,Home,75,68,67.8,70,50.5,0,0,0,0,,67.3,70,0,4,35,584,541,101625,68.9,0,68.1,0,65.5,0,67.4,0,68.9,0,1,1,
2023-10-01,07:25:00,auto,heatOff,,Home,75,68,67.8,70,50.5,0,0,0,0,,67.3,70,0,4,34,579,538,101623,68.9,0,68.1,0,65.6,0,67.4,0,68.8,0,1,1,
2023-10-01,07:30:00,auto,heatOff,,Home,75,68,67.8,70,51.7,0,0,0,0,,67.2,70,0,4,33,574,536,101621,68.9,0,68.1,0,65.5,0,67.5,0,68.8,0,1,1,
2023-10-01,07:35:00,auto,heatOff,,Home,75,68,67.9,70,51.7,0,0,0,0,0.1,67.2,70,0,4,32,568,533,101625,68.9,0,68.1,0,65.5,0,67.4,0,68.9,0,1,1,
2023-10-01,07:40:00,auto,heatOff,,Home,75,68,67.9,70,51.7,0,0,0,0,,67.3,70,0,4,32,562,530,101625,68.8,0,68.1,0,65.5,0,67.4,0,68.8,0,1,1,
2023-10-01,07:45:00,auto,heatOff,,Home,75,68,67.8,69,51.7,0,0,0,0,,67.3,69,0,4,32,561,530,101632,68.8,0,68.1,0,65.5,0,67.4,0,68.8,0,1,1,
2023-10-01,07:50:00,auto,heatOff,,Home,75,68,67.7,69,51.7,0,0,0,0,,67.3,69,0,4,31,558,529,101627,68.8,0,68.1,1,65.5,0,67.4,0,68.8,0,1,1,
2023-10-01,07:55:00,auto,heatOff,,Home,75,68,67.8,69,51.7,0,0,0,0,,67.3,69,0,4,31,555,527,101629,68.8,0,68.1,1,65.5,0,67.4,0,68.8,0,1,1,
2023-10-01,08:00:00,auto,heatOff,,Home,75,68,67.9,68,53.3,0,0,0,0,0.1,67.3,68,0,4,31,554,527,101636,68.8,0,68.1,0,65.5,0,67.4,0,68.9,0,1,1,
2023-10-01,08:05:00,auto,heatOff,,Home,75,68,68,68,53.3,0,0,0,0,0.1,67.3,68,0,4,30,550,524,101641,68.8,0,68.1,0,65.5,0,67.3,0,68.9,0,1,1,
2023-10-01,08:10:00,auto,heatOff,,Home,75,68,68,68,53.3,0,0,0,0,0.1,67.4,68,0,4,30,549,524,101645,68.8,0,68.1,0,65.5,0,67.3,0,68.9,0,1,1,
2023-10-01,08:15:00,auto,heatOff,,Home,75,68,68,68,53.3,0,0,0,0,0.1,67.4,68,0,4,31,551,525,101642,68.8,0,68.1,0,65.5,0,67.3,0,68.9,0,1,1,
2023-10-01,08:20:00,auto,heatOff,,Home,75,68,68,68,53.3,0,0,0,0,0.1,67.3,68,0,4,31,552,525,101643,68.8,0,68.1,0,65.5,0,67.3,0,68.9,0,1,1,
2023-10-01,08:25:00,auto,heatOff,,Home,75,68,67.9,68,53.3,0,0,0,0,,67.4,68,1,4,31,553,526,101653,68.7,0,68.1,1,65.5,0,67.3,0,68.8,1,1,1,
2023-10-01,08:30:00,auto,heatOff,,Home,75,68,67.9,68,55.3,0,0,0,0,,67.3,68,0,4,34,581,539,101653,68.7,0,68.1,1,65.5,0,67.2,0,68.8,1,1,1,
2023-10-01,08:35:00,auto,heatOff,,Home,75,68,68,68,55.3,0,0,0,0,0.1,67.2,68,0,4,37,610,552,101659,68.7,0,68.2,1,65.5,0,67.2,0,68.8,1,1,1,
2023-10-01,08:40:00,auto,heatOff,,Home,75,68,68,68,55.3,0,0,0,0,,67.3,68,0,4,39,626,559,101662,68.7,0,68.2,0,65.5,0,67.2,0,68.8,0,1,1,
2023-10-01,08:45:00,auto,heatOff,,Home,75,68,68.1,69,55.3,0,0,0,0,,67.3,69,0,4,40,631,561,101664,68.7,0,68.3,0,65.5,0,67.2,0,68.8,0,1,1,
2023-10-01,08:50:00,auto,heatOff,,Home,75,68,68,69,55.3,0,0,0,0,0.1,67.2,69,0,4,40,633,562,101666,68.7,0,68.4,0,65.5,0,67.2,0,68.7,0,1,1,
2023-10-01,08:55:00,auto,heatOff,,Home,75,68,68,69,55.3,0,0,0,0,,67.3,69,0,4,41,641,565,101665,68.7,0,68.4,0,65.4,0,67.2,0,68.7,0,1,1,
2023-10-01,09:00:00,auto,heatOff,,Home,75,68,68,68,55.6,0,0,0,0,,67.3,68,0,4,42,649,569,101667,68.6,0,68.4,0,65.4,0,67.2,0,68.7,0,1,1,
2023-10-01,09:05:00,auto,heatOff,,Home,75,68,68.1,68,55.6,0,0,0,0,,67.4,68,0,4,41,647,567,101669,68.6,0,68.4,0,65.4,0,67.2,0,68.8,0,1,1,
2023-10-01,09:10:00,auto,heatOff,,Home,75,68,68,68,55.6,0,0,0,0,,67.4,68,0,4,41,642,565,101675,68.6,0,68.5,0,65.4,0,67.2,0,68.8,0,1,1,
2023-10-01,09:15:00,auto,heatOff,,Home,75,68,67.9,68,55.6,0,0,0,0,,67.5,68,0,4,41,643,566,101676,68.6,0,68.5,0,65.4,0,67.2,0,68.8,0,1,1,
2023-10-01,09:20:00,auto,heatOff,,Home,75,68,67.8,68,55.6,0,0,0,0,,67.5,68,0,4,41,643,566,101668,68.7,0,68.4,0,65.5,0,67.2,0,68.8,0,1,1,
2023-10-01,09:25:00,auto,heatOff,,Home,75,68,67.8,68,55.6,0,0,0,0,,67.5,68,0,4,41,644,567,101665,68.7,0,68.4,0,65.5,0,67.1,0,68.8,0,1,1,
2023-10-01,09:30:00,auto,heatOff,,Home,75,68,67.8,68,57.6,0,0,0,0,,67.6,68,0,4,41,641,565,101664,68.6,0,68.5,0,65.4,0,67.1,0,68.8,0,1,1,
2023-10-01,09:35:00,auto,heatOff,,Home,75,68,67.7,67,57.6,0,0,0,0,,67.6,67,0,4,41,639,564,101669,68.6,0,68.5,0,65.4,0,67.1,0,68.8,0,1,1,
2023-10-01,09:40:00,auto,heatOff,,Home,75,68,67.7,68,57.6,0,0,0,0,,67.5,68,0,4,40,639,564,101672,68.6,0,68.5,0,65.4,0,67.1,0,68.8,0,1,1,
2023-10-01,09:45:00,auto,heatOff,,Home,75,68,67.7,68,57.6,0,0,0,0,,67.4,68,0,4,40,633,562,101673,68.5,0,68.6,0,65.4,0,67.1,0,68.8,0,1,1,
2023-10-01,09:50:00,auto,heatOff,,Home,76.6,65.2,67.5,68,57.6,0,0,0,0,0.1,67.3,68,0,4,40,632,562,101671,68.5,0,68.6,0,65.4,0,67.1,0,68.7,0,1,1,
2023-10-01,09:55:00,auto,heatOff,EcoAway,Home,76.3,65.7,67.5,68,57.6,0,0,0,0,0.1,67.3,68,1,4,39,631,561,101673,68.5,0,68.6,1,65.4,0,67.1,0,68.7,1,1,1,
2023-10-01,10:00:00,auto,heatOff,,Home,75,68,67.7,68,59.3,0,0,0,0,,67.4,68,0,4,42,658,572,101674,68.5,0,68.6,1,65.4,0,67.1,0,68.7,1,1,1,
2023-10-01,10:05:00,auto,heatOff,,Home,75,68,67.7,68,59.3,0,0,0,0,,67.4,68,1,4,49,733,600,101675,68.5,0,68.6,1,65.4,0,67.5,1,68.7,1,1,1,
2023-10-01,10:10:00,auto,heatOff,,Home,75,68,67.8,69,59.3,0,0,0,0,,67.5,69,0,4,75,1115,778,101674,68.5,0,68.6,1,65.4,0,67.9,1,68.7,1,1,1,
2023-10-01,10:15:00,auto,heatOff,,Home,75,68,67.9,69,59.3,0,0,0,0,,67.6,69,0,4,135,2769,1357,101673,68.5,0,68.6,1,65.4,0,67.9,0,68.7,1,1,1,
2023-10-01,10:20:00,auto,heatOff,,Home,75,68,68,69,59.3,0,0,0,0,,67.5,69,0,4,170,4591,1712,101668,68.5,0,68.6,0,65.5,0,67.8,0,68.7,0,1,1,
2023-10-01,10:25:00,auto,heatOff,,Home,75,68,68.1,70,59.3,0,0,0,0,,67.5,70,0,4,185,5664,1855,101657,68.6,0,68.6,0,65.4,0,67.6,0,68.8,0,1,1,
2023-10-01,10:30:00,auto,heatOff,,Home,75,68,68.2,69,61.2,0,0,0,0,,67.5,69,0,4,181,5344,1816,101653,68.6,0,68.6,1,65.4,0,67.5,0,68.8,0,1,1,
2023-10-01,10:35:00,auto,heatOff,,Home,75,68,68.2,70,61.2,0,0,0,0,,67.5,70,1,4,187,5851,1876,101656,68.6,1,68.7,1,65.4,0,67.4,0,68.8,1,1,1,
2023-10-01,10:40:00,auto,heatOff,,Home,75,68,68.2,70,61.2,0,0,0,0,,67.5,70,1,4,190,6134,1907,101658,68.7,1,68.6,1,65.4,0,67.3,0,68.8,1,1,1,
2023-10-01,10:45:00,auto,heatOff,,Home,75,68,68.3,70,61.2,0,0,0,0,,67.7,70,1,4,183,5525,1838,101654,68.7,1,68.6,1,65.4,0,67.3,0,68.9,1,1,1,
2023-10-01,10:50:00,auto,heatOff,,Home,75,68,68.4,70,61.2,0,0,0,0,,67.9,70,1,4,184,5579,1844,101651,68.8,1,68.5,1,65.4,0,67.4,0,68.9,1,1,1,
2023-10-01,10:55:00,auto,heatOff,,Home,75,68,68.4,70,61.2,0,0,0,0,,67.8,70,1,4,190,6133,1907,101645,68.9,1,68.5,1,65.4,0,67.5,0,68.9,1,1,1,
2023-10-01,11:00:00,auto,heatOff,,Home,75,68,68.5,71,62.6,0,0,0,0,,67.8,71,1,4,195,6666,1962,101647,69,1,68.5,1,65.4,0,67.6,0,68.9,1,1,1,
2023-10-01,11:05:00,auto,heatOff,,Home,75,68,68.5,72,62.6,0,0,0,0,,67.7,72,1,4,206,7796,2066,101644,69.1,1,68.4,1,65.4,0,67.7,0,69,1,1,1,
2023-10-01,11:10:00,auto,heatOff,,Home,75,68,68.5,71,62.6,0,0,0,0,,67.7,71,1,4,214,8782,2145,101643,69.1,1,68.4,1,65.5,0,67.6,0,69,1,1,1,
2023-10-01,11:15:00,auto,heatOff,,Home,75,68,68.5,71,62.6,0,0,0,0,,67.8,71,1,4,219,9491,2196,101641,69.2,1,68.4,1,65.4,0,67.5,0,69,1,1,1,
2023-10-01,11:20:00,auto,heatOff,,Home,75,68,68.6,71,62.6,0,0,0,0,,67.9,71,1,4,226,10548,2266,101635,69.2,1,68.4,1,65.4,0,67.5,0,69.1,1,1,1,
2023-10-01,11:25:00,auto,heatOff,,Home,75,68,68.6,71,62.6,0,0,0,0,,67.9,71,1,4,229,10994,2294,101631,69.2,1,68.4,1,65.5,0,67.4,0,69.1,1,1,1,
2023-10-01,11:30:00,auto,heatOff,,Home,75,68,68.6,71,64,0,0,0,0,,68,71,0,4,230,11251,2309,101626,69.3,1,68.4,1,65.5,0,67.4,0,69.2,1,1,1,
2023-10-01,11:35:00,auto,heatOff,,Home,75,68,68.7,71,64,0,0,0,0,,68.2,71,1,4,231,11486,2323,101621,69.5,1,68.5,1,65.4,0,67.3,0,69.2,1,1,1,
2023-10-01,11:40:00,auto,heatOff,,Home,75,68,68.8,71,64,0,0,0,0,,68.2,71,1,4,231,11489,2323,101614,69.5,1,68.5,1,65.4,0,67.3,0,69.3,1,1,1,
2023-10-01,11:45:00,auto,heatOff,,Home,75,68,68.8,71,64,0,0,0,0,0.1,68.2,71,0,4,233,11876,2344,101608,69.6,1,68.5,1,65.4,0,67.2,0,69.3,1,1,1,
2023-10-01,11:50:00,auto,heatOff,,Home,75,68,68.8,71,64,0,0,0,0,0.1,68.4,71,0,4,241,13229,2416,101603,69.6,1,68.5,1,65.4,0,67.2,0,69.3,0,1,1,
2023-10-01,11:55:00,auto,heatOff,,Home,75,68,68.8,71,64,0,0,0,0,0.1,68.4,71,0,4,245,14179,2462,101601,69.6,0,68.7,1,65.4,0,67.2,0,69.3,0,1,1,
